favourites_count,followersCount,friendsCount,hashtags,imageurl,lang,listedCount,retweetCount,retweetText,retweeted,tweetCreatedAt,tweetId,tweetText,url,userCreatedAt,userDescription,userID,userLocation,userName
126068,2425,4617,,http://pbs.twimg.com/profile_images/1103513763649449984/Jzi9wPdt_normal.jpg,en,216,1367,Smoking weed doesn't make you a bad person and going to church doesn't make you a good person.,True,2018-01-02 12:04:15,948163022790332416,RT @GeniusPothead: Smoking weed doesn't make you a bad person and going to church doesn't make you a good person.,,2015-09-21 22:58:30,#DARK_MASHIACH IMA FEMALE🀄 #GURL_ARMAGEDDON. NO MALE PARTS ADDED. THE REAL GOD IS  #YAHUVEH_ANCIENT_OF_DAYS THIS IS HIS WAR COMMS ACCT R18. - 🖤🐺#BFFWoY💜🌹,3642461540,my own body ,*Reaper
11277,344,379,,http://pbs.twimg.com/profile_images/1116971863970910208/UNLZ6zUl_normal.jpg,en,0,48216,Imagine being in jail for selling small amounts of weed and turning on the tv to see THIS shit. Cold https://t.co/4QXqULDOOZ,True,2018-01-02 15:21:27,948212649426341889,RT @kissmeQuan: Imagine being in jail for selling small amounts of weed and turning on the tv to see THIS shit. Cold https://t.co/4QXqULDOOZ,,2011-11-16 21:00:38,snap; amber_cain,414266288,586,am❤️
17447,293,684,None,http://pbs.twimg.com/profile_images/1116320131125317632/HO3Qvv1X_normal.jpg,en,0,0,,False,2018-01-03 02:28:12,948380444504023041,YEA I KNOW MY EYES ARE RED IT'S CALLED MARIHUANA MY GOOD BITCH,,2017-12-21 15:56:49,Fellowship of Yung Manic Depression    🌈 female,943872894962208769,USA,🌠
28290,710,244,,http://pbs.twimg.com/profile_images/1129155634639843329/umn0h53b_normal.jpg,en,4,16603,Can’t wait till weed is legal and Soccer Moms ruin it with pillows that say things like “it’s pot o’ clock” and “don’t talk to me until I’ve had my lound.”,True,2018-01-03 13:41:05,948549778513760257,RT @nicolerussell91: Can’t wait till weed is legal and Soccer Moms ruin it with pillows that say things like “it’s pot o’ clock” and “don’t…,,2013-09-01 21:12:58,i post art on Instagram : @/peytonhallahan,1720212996,,🧸
1,962,181,"['Canadian', 'ETF']",http://pbs.twimg.com/profile_images/673162669654962176/22n23zYV_normal.png,en,1425,0,,False,2018-01-03 20:39:51,948655167230152705,"(The Globe and Mail):#Canadian pot stocks surge on new U.S. #ETF, California legalization : Canopy Growth Corp.. https://t.co/2RfR0LUOoC",http://t.co/Lzs1t7QHt0,2015-09-27 16:47:51,"https://t.co/cz1EEBMr8X is a news aggregator, it gathers news from different sources around the Canada and the world for you, 24/7 automatically.",3794670447,,Latestcanada.com
0,763,92,"['marijuana', 'publichealth']",http://pbs.twimg.com/profile_images/870025490576195584/-j8sNx6W_normal.jpg,en,18,1,New study on #marijuana use by pregnant women suggests the pot boom is having an overlooked impact on #publichealth https://t.co/ywow6CrUim,True,2018-01-03 20:15:37,948649069467103234,RT @uwsph: New study on #marijuana use by pregnant women suggests the pot boom is having an overlooked impact on #publichealth https://t.co…,,2017-05-31 17:21:27,Surveying the field of Public Health. Maintained by @thisisdaryn.  Curation of sources is a work in progress. Send feedback to darynr at gmail.,869967070984851457,,Pub Health Monitor
11685,357,146,"['CBD', 'naturally', 'healthier', 'prescriptions', 'chemicals', 'endocrinesystem', 'cbdoil', 'hemp', 'hempoil', 'cannabis', 'holistic', 'edibles', 'vape', 'spoonie', 'body', 'spoonie', 'organic', 'vegan', 'pets', 'dogs', 'helps']",http://pbs.twimg.com/profile_images/1018591819385356288/IzFq0gyy_normal.jpg,en,6,1,#CBD is #naturally #healthier than most #prescriptions and #chemicals! Everyone has an #endocrinesystem. What would yours say about you? https://t.co/cBeeqNsTXQ  #cbdoil #hemp #hempoil #cannabis #holistic #edibles #vape #spoonie #body #spoonie #organic #vegan #pets #dogs #helps https://t.co/POZbDGPlCB,True,2018-01-03 16:42:00,948595311215333377,RT @CbdHealthy: #CBD is #naturally #healthier than most #prescriptions and #chemicals! Everyone has an #endocrinesystem. What would yours s…,https://t.co/LLHxp9sc32,2017-10-27 01:11:29,"Just a Texas girl living in a North Carolina world, dealing with #PCOS #Anxiety and #Infertility while hoping to raise the money for #IVF",923718761718386693,"Asheville, NC",Southern Spoonie
58,1470,5000,None,http://pbs.twimg.com/profile_images/718598030602145793/vTPylhON_normal.jpg,en,33,0,,False,2018-01-04 19:49:11,949004804973580288,Sessions to nix Obama-era rules leaving states alone that legalize pot https://t.co/BpFcNGryd7,https://t.co/dCrRGxpr5l,2016-04-09 00:22:11,Click on https://t.co/bAqr2WpCXF to find out the latest news in the most diverse communities in NYC. Become a subscriber and receive news alerts.  https://t.co/dCrRGx7QdN,718594822215450626,"Bronx, New York",Bronx Voice
10842,329,91,,http://pbs.twimg.com/profile_images/1012491187520000003/JSYjiFf1_normal.jpg,en,5,12383,"Imagine how much better off we'd be as a society if we took the money Jeff Sessions is going to spend throwing people in jail/prison for smoking pot, and used it to treat opiate addiction instead.",True,2018-01-04 20:02:40,949008197578383360,RT @RVAwonk: Imagine how much better off we'd be as a society if we took the money Jeff Sessions is going to spend throwing people in jail/…,,2009-01-06 23:43:46,Husband. Father. Grandfather. Liberal. Democrat. And more.,18701718,,Joe Price
95985,1049,818,None,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,1,0,,False,2018-01-05 23:48:50,949427500936970240,"@J_peeps32 @FoxNews @DrMarcSiegel Many people who smoke no longer do so due to the long term health issues associated with smoking.Cig smoking is down double digit for yrs now.  Besides what does one have to do with the other?They are all bad for long term health, unless being used medically.Justify all you want.",,2017-07-15 03:18:25,"Deplorable, Mom & Wife! Christian Conservative! Love my country!🇺🇸",886062366542180353,United States,Okie Eleven
0,714,33,['vegan'],http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,20,32,"If you wouldn’t let your children smoke, why would you give them bacon?   💔🐷💔  #vegan https://t.co/lkruLbarIM",True,2018-01-05 23:46:09,949426824433537028,"RT @TorontoPigSave: If you wouldn’t let your children smoke, why would you give them bacon?   💔🐷💔  #vegan https://t.co/lkruLbarIM",,2017-04-25 06:22:56,,856755386610663425,,Vegan Monitor
3,89,46,"['mckinneytx', 'mckinneytexas', 'smoke', 'kush', 'weshouldsmoke', 'dabs', 'smoker', '420lyfe', 'glassart', 'smokeshop', 'dablife', 'concentrates', 'bongbeauties', 'dabstagram', '420girls', 'bongs', 'glasspipes']",http://pbs.twimg.com/profile_images/912765220568920074/TBWuH-hb_normal.jpg,en,0,0,,False,2018-01-05 18:48:23,949351890931933184,Back in stock! The Levo Oil Infuser! Infuse any oil with any herb! Automatic filtration &amp; brewing #mckinneytx #mckinneytexas #smoke #kush #420 #weshouldsmoke #dabs #smoker #420lyfe #glassart #smokeshop #dablife #concentrates #bongbeauties #dabstagram #420girls #bongs #glasspipes https://t.co/QtJ0b3848b,https://t.co/OLv4RbF8vC,2017-09-18 15:40:54,"🗺 McKinney, TX - Authorized retailer for: VGOD | JUUL | PHIX | PAX | DaVinci | GreenRoads | CBDfx | CBD Drip | Koi and many more... #vape #cbd ⚠️ 18+",909804429133545477,"McKinney, TX",KLOWDZ Vapor & Smoke
58,1470,5000,None,http://pbs.twimg.com/profile_images/718598030602145793/vTPylhON_normal.jpg,en,33,0,,False,2018-01-07 22:44:30,950136088273850368,Portuguese town encourages children to smoke at Epiphany https://t.co/jDBy18065I,https://t.co/dCrRGxpr5l,2016-04-09 00:22:11,Click on https://t.co/bAqr2WpCXF to find out the latest news in the most diverse communities in NYC. Become a subscriber and receive news alerts.  https://t.co/dCrRGx7QdN,718594822215450626,"Bronx, New York",Bronx Voice
46186,576,220,,http://pbs.twimg.com/profile_images/1110127390922063872/Y9nQU81A_normal.jpg,en,2,14338,I saw a married couple roasting each other in a chicken joint their son laughed too hard so they tag teamed and started roasting him Me the wholetime: https://t.co/y95OiGEpaa,True,2018-01-07 12:53:57,949987470090829825,RT @WTF_isOkechukwu: I saw a married couple roasting each other in a chicken joint their son laughed too hard so they tag teamed and starte…,https://t.co/1kfQ7fCq6Q,2013-08-25 21:26:23,"✩ i’m in my head, come and find me *:･ﾟ✧*:･ﾟ✧ 【=◈︿◈=】ENFP || ☼♐︎ • ⇡♉︎ •☽♐︎",1700238961,so. maryland ✧,eriη ↛
52141,6091,5250,None,http://pbs.twimg.com/profile_images/839585194944397312/NfUerWya_normal.jpg,en,245,0,,False,2018-01-07 22:43:41,950135883495329792,@miguel_prat @delialvaro2014 @jjonline76 Smoke,https://t.co/wNoiLLSEIf,2010-01-19 18:39:31,"Aprendiendo de tod@s...,el Futuro es el Presente de los Nuestros.Cuenta Personal (RT:≠Endorsement) Auditoría |Contabilidad | Finanzas | Inteligencia Corporativa",106488518,Canarias,Gonzalo Ascanio
38212,306,387,,http://pbs.twimg.com/profile_images/1107966456506081286/FRQfwRNp_normal.jpg,en,2,3266,I  was your juul but  you ran out  of pods  - Rupi Kaur,True,2018-01-07 16:59:32,950049273982353409,RT @brianhpark: I  was your juul but  you ran out  of pods  - Rupi Kaur,,2011-09-08 22:21:14,"Were all naked under the eyes of the Lord, and those who pay a monthly subscription of $9.99",370367276,,clit
1,962,181,['Ottawa'],http://pbs.twimg.com/profile_images/673162669654962176/22n23zYV_normal.png,en,1425,0,,False,2018-01-09 00:19:04,950522273928306688,(National Post):#Ottawa urged to consider environmental impacts of legal marijuana :.. https://t.co/OSnCraKzxi https://t.co/2N1Dh36AZa,http://t.co/Lzs1t7QHt0,2015-09-27 16:47:51,"https://t.co/cz1EEBMr8X is a news aggregator, it gathers news from different sources around the Canada and the world for you, 24/7 automatically.",3794670447,,Latestcanada.com
11,1014,255,['Massachusetts'],http://pbs.twimg.com/profile_images/917886684649357312/aivZ5Pfc_normal.jpg,en,2238,0,,False,2018-01-08 22:33:23,950495676059832320,(Reuters) #Massachusetts federal prosecutor will not rule out busting pot businesses : BOSTON (Reuters) -.. https://t.co/xFl17cHxxy,https://t.co/uULbWD2b7N,2015-11-26 21:38:57,"https://t.co/M3K6zKhn8Y is a news aggregator, it gathers news from different sources, and continuously monitor breaking news from multiple news websites.",4289485636,,StoriesFlow.com
27430,1614,1482,None,http://pbs.twimg.com/profile_images/1103677823426932740/ESXd9Mvi_normal.png,en,29,1,,False,2018-01-08 17:46:55,950423586010902528,Marijuana to be sold in private Saskatchewan stores and online https://t.co/RquynekJ0F,,2016-06-04 20:39:05,The fundamental human right to make informed health decisions isn't invalidated by others' disapproval of those decisions. Vaper & non-smoker since March 2014.,739194785185964033,The Wild West,Phil
11685,357,146,"['thirst', 'delicious', 'CBD', 'drink', 'mixes', 'cbdoil', 'hemp', 'hempoil', 'cannabis', 'edibles', 'water', 'tea', 'natural', 'healthy', 'health', 'taste', 'b2b', 'spoonie', 'unique', 'h2o']",http://pbs.twimg.com/profile_images/1018591819385356288/IzFq0gyy_normal.jpg,en,6,1,"Quench your #thirst with these #delicious #CBD #drink #mixes! We have Strawberry Tea, Passion Fruit Tea, Tangerine Tea, and Coconut Water! https://t.co/cBeeqNsTXQ   #cbdoil #hemp #hempoil #cannabis #edibles #water #tea #natural #healthy  #health #taste #b2b #spoonie #unique #h2o https://t.co/hjU9tUqsCc",True,2018-01-09 13:44:12,950724893318041601,"RT @CbdHealthy: Quench your #thirst with these #delicious #CBD #drink #mixes! We have Strawberry Tea, Passion Fruit Tea, Tangerine Tea, and…",https://t.co/LLHxp9sc32,2017-10-27 01:11:29,"Just a Texas girl living in a North Carolina world, dealing with #PCOS #Anxiety and #Infertility while hoping to raise the money for #IVF",923718761718386693,"Asheville, NC",Southern Spoonie
47437,2763,4478,,http://pbs.twimg.com/profile_images/881947021942431749/eQ2E-MCh_normal.jpg,en,2,3,"Roy Moore and Joe Arpaio both get to run for Senate, but sure, let's go ahead and criminalize pot.",True,2018-01-09 20:52:31,950832681448853504,"RT @dlreddy14051: Roy Moore and Joe Arpaio both get to run for Senate, but sure, let's go ahead and criminalize pot.",,2017-02-01 19:44:40,63 yr old Beach Lover. Nature Lover. LGBT advocate. Democrat. Impeach Trump. #RESIST! #MarALardass,826878956880146432,"Bradenton, FL",G. Lynn McClain
23163,2770,2746,['Vaping'],http://pbs.twimg.com/profile_images/1119391315014373377/EiiWrJtg_normal.png,en,72,0,,False,2018-01-09 13:55:53,950727830421295104,@PositiveEnerG Join me in congratulating Brian for being smoke-free for 5+yrs thanks to #Vaping.Plz accept this virtual award 🥇 https://t.co/qSpqF4qYsZ,https://t.co/7gf36vW97X,2016-03-14 23:21:22,"""A Good Talker Motivates While a Good Listener Innovates""-T. Swan    Passions: Honesty, #Innovation, #airguns, #Advocating in the #Vaping, & #CannabisCommunity👏",709519823320051713,USA,Tim Swan 💡 2  📦
4022,35599,3182,None,http://pbs.twimg.com/profile_images/795752377588613120/7sf0eVnW_normal.jpg,en,48,0,,False,2018-01-10 21:21:10,951202278677004288,‘Mckayla is not impressed’ Maroney is a smoke show 😅  https://t.co/abq5FsiEzW,,2016-11-07 22:13:14,,795750985620738049,"Miami, FL",Helga
11685,357,146,"['free', 'CBD', 'honey', 'coconutoil', 'cbdoil', 'hemp', 'hempoil', 'cannabis', 'organic', 'edibles', 'vegan', 'natural', 'healthy', 'sweet', 'wholesale', 'b2b', 'bulk', 'bees']",http://pbs.twimg.com/profile_images/1018591819385356288/IzFq0gyy_normal.jpg,en,6,1,"For a limited time only, you will get #free #CBD #honey and #coconutoil sticks with every purchase, no code required!! Hurry and get yours now!! https://t.co/cBeeqNsTXQ  #cbdoil #hemp #hempoil #cannabis #organic #edibles #vegan #natural #healthy #sweet #wholesale #b2b #bulk #bees https://t.co/1GCUJPk4IN",True,2018-01-10 12:02:22,951061654082551809,"RT @CbdHealthy: For a limited time only, you will get #free #CBD #honey and #coconutoil sticks with every purchase, no code required!! Hurr…",https://t.co/LLHxp9sc32,2017-10-27 01:11:29,"Just a Texas girl living in a North Carolina world, dealing with #PCOS #Anxiety and #Infertility while hoping to raise the money for #IVF",923718761718386693,"Asheville, NC",Southern Spoonie
7521,11596,2969,['openbanking'],http://pbs.twimg.com/profile_images/1058000964605616128/6RTJXCru_normal.jpg,en,972,1,Great run down of #openbanking implications by @OscarWGrut https://t.co/skrWc2JkiT,True,2018-01-10 11:01:51,951046424246046720,RT @JCtheOriginal: Great run down of #openbanking implications by @OscarWGrut https://t.co/skrWc2JkiT,https://t.co/nnz2eZ4sc5,2011-04-01 15:15:54,"Senior City Correspondent @yahoofinance Past: @businessinsider, @eveningstandard, @independent. Loeb award finalist 2018. CPFC. Oscar@yahoofinance.com",275574802,London,Oscar Williams-Grut
33488,369,630,,http://pbs.twimg.com/profile_images/1130237880746500096/_nn0QKri_normal.jpg,en,6,633,the hardest part about owning a juul is telling your parents you wanna move back home after college,True,2018-01-10 06:24:21,950976588077678592,RT @yeetztweetz: the hardest part about owning a juul is telling your parents you wanna move back home after college,https://t.co/RntjwFdLVY,2012-07-15 19:46:41,s̶a̶d̶ ̶b̶u̶t̶ cool,636409244,time isnt real but gm,oatboye
2895,7518,2024,,http://pbs.twimg.com/profile_images/995010714896027648/N8sovDZp_normal.jpg,en,425,11,"Gave away a 4U rackmount server chassis I wasn't using anymore on Craigslist. This kid showed up and said he wanted it to build a GPU BitCoin mining rig. Hash on, little buddy! Hash on... https://t.co/QbHl3LfuFZ",True,2018-01-11 20:39:24,951554156753575937,RT @APVanDevender: Gave away a 4U rackmount server chassis I wasn't using anymore on Craigslist. This kid showed up and said he wanted it t…,https://t.co/fs32pLiybb,2007-12-19 17:42:11,"The Wall Street Journal, Pro Cybersecurity. Business technology journalist, focused on corporate and government cybersecurity issues, offensive and defensive",11342622,NY,Kim Nash
65976,594,430,,http://pbs.twimg.com/profile_images/1122379232871702529/N37Ogznu_normal.jpg,en,3,44452,high school culture is an upper middle class white girl buying a Nikon and a week later they’re asking you to pay them to take your wedding pics cause they’ve started a photography business which is really just an IG page with a few pics of their best friend sitting in the grass,True,2018-01-11 20:28:19,951551367457492992,RT @ayeedriel_: high school culture is an upper middle class white girl buying a Nikon and a week later they’re asking you to pay them to t…,,2014-06-30 07:53:57,,2596012867,"Houston, TX",j
0,306,16,"['TNG', 'Jull', 'Charger', 'VapinArt', 'juul', 'csd']",http://pbs.twimg.com/profile_images/431850331358519296/UvZ5LkLL_normal.jpeg,en,15,0,,False,2018-01-12 18:56:48,951890722583703554,"***JUST IN*** #TNG #Jull #Charger at #VapinArt #juul #csd @ Miami, Florida https://t.co/rHRlplmEE8",http://t.co/4NIIk3aclL,2013-10-02 18:37:20,High end mods and accessories,1927787060,"Miami, Florida",Vapin Art
0,0,12,['juul'],http://pbs.twimg.com/profile_images/950972379672571904/00C1eY0z_normal.jpg,en,0,0,,False,2018-01-12 18:41:45,951886935886311426,WHY YOU LOOK LIKE YOU COLLECT YOUR FRIENDS’ EMPTY JUUL PODS? #juul https://t.co/LGYsO1exRe,,2018-01-10 05:59:45,,950970397880672256,,Why You Look Like
865,25,85,['juul'],http://pbs.twimg.com/profile_images/950651647197261824/2W9YBa2q_normal.jpg,en,0,0,,False,2018-01-13 02:48:47,952009504404754432,It’s time for the Jacky’D Sport picks of the week. As always every for incorrect pick $5 will be donated to the National Seamus Donnely #juul pod fund.            Divisional round: Patriots &gt; Titans  Falcons &gt; Eagles Saints &gt; Vikings   Jacky’D pick of the week  Jaguars &gt; Steelers,,2017-08-08 06:11:38,The Browns may never lose again... Ever...,894803267892396032,"0-16, Ohio",JackyD Sports
32700,581,1505,['eyelin'],http://pbs.twimg.com/profile_images/948742249944354816/fBCaR3nN_normal.jpg,en,7,0,,False,2018-01-13 09:04:00,952103929814437888,"Make a bold statement with this extreme-wear, waterproof eyeliner. Like a gel pot #eyelin https://t.co/lVT0beUF3y https://t.co/jDdFqp6SVO",https://t.co/bEE8X31Do5,2018-01-04 02:09:26,Looking for #nailpolish #lipstick #foundation #skincare #nailcare #eyeliner #perfume #makeup ??,948738109834956801,,Brazilian Beauty
70,9,22,,http://pbs.twimg.com/profile_images/975427831047118849/i3442dZj_normal.jpg,en,0,2688,Everytime my mom hears me crying in my room she slips a Juul and some Juul pods under my door 😭😭😭 https://t.co/gVBHgloLoB,True,2018-01-13 15:40:58,952203826718797824,RT @Drewphillips__: Everytime my mom hears me crying in my room she slips a Juul and some Juul pods under my door 😭😭😭 https://t.co/gVBHgloL…,,2017-11-25 23:27:17,gary come home );,934564174692339713,,rm
11247,216,414,,http://pbs.twimg.com/profile_images/1127388049795579904/2Crj6bN8_normal.jpg,en,0,64414,"How is it 2018 and we have to warn people to not eat laundry detergent? OK, here goes... Kids, don't eat laundry detergent. Also, don't smoke meth. https://t.co/QoiB698W0L",True,2018-01-13 16:13:47,952212086591016960,"RT @LawrenceKS_PD: How is it 2018 and we have to warn people to not eat laundry detergent? OK, here goes... Kids, don't eat laundry deterge…",,2016-09-06 16:17:17,/Trinity 18’/ /UofL 22’/ /ΣΦΕ/,773193361385807872,"Louisville, KY",Jacob Hertig
0,714,33,['vegan'],http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,20,9,Sweet Potato Hash with White Bean Gravy https://t.co/xiYUYzv6IK #vegan https://t.co/IYtQNCnynk,True,2018-01-13 17:46:24,952235394849964032,RT @vegancook101: Sweet Potato Hash with White Bean Gravy https://t.co/xiYUYzv6IK #vegan https://t.co/IYtQNCnynk,,2017-04-25 06:22:56,,856755386610663425,,Vegan Monitor
