,tweetId,userID,tweetText,parentID,favourites_count,userLocation,userName,userDescription,userCreatedAt,imageurl,userFollowersCount,friendsCount,friendList,retweetCount,retweeted,lang
13,1044639444257701889,831302293,"RT @CommercialAlert: Because companies like #Juul have marketed e-cigs to kids, millions of teens have become addicted to nicotine. 🙀

This…",None,6281,,RonInCMH,We're not like the alt-right. We're not corporatist. We're true Democrats. We're Berniecrats. We're the #OncomingStorm,2012-09-18 15:36:32,http://pbs.twimg.com/profile_images/806935588473597953/-O2vpuT7_normal.jpg,265,1292,None,25,False,en
14,1045735030230790144,830846409150705664,"RT Pandora_PBlive ""News from over the pond.. The #londonvapecompany are now selling #JUUL on their website click th… https://t.co/D6qeKQEjUA",None,0,,Your Insta Babes,"The Hottest Babes on Instagram
Sexy Instagram Babes. Fitness Models Follow: https://t.co/edFr3cA7Ek",2017-02-12 18:29:55,http://pbs.twimg.com/profile_images/830852487221432321/g0dPiXMw_normal.jpg,38,2,None,0,False,en
15,1044841557009059841,724738674,Excuse the language I use I’m sorry #juul #juulnation #juulvapor #juulmemes#juultricks #juulpods #juulgang… https://t.co/mySZnDbntB,None,202,,Triston Reid,"I need friends and attention thank you.
sc:goodpee",2012-07-29 22:22:15,http://pbs.twimg.com/profile_images/748723005434527744/GC4VFx3M_normal.jpg,443,1272,None,0,False,en
16,1044968374298705922,9804562,Quality control in the vape industry is total crap. I get that vaping is uncool and looks ridiculous. But what's mo… https://t.co/Az16k77sFJ,None,11704,"Frederick, MD",andrew wright 🐿 🔥,Committed human. Domestic zookeeper. Primitive drummer. Post-normal computing. cofounder @fuguehq call me drew if you must call me.,2007-10-30 20:08:15,http://pbs.twimg.com/profile_images/378800000469004990/284d0d7c105a10dfec18687009f42908_normal.jpeg,2557,2646,None,0,False,en
17,1044638554356436993,865698981602623489,"RT @CommercialAlert: Because companies like #Juul have marketed e-cigs to kids, millions of teens have become addicted to nicotine. 🙀

This…",None,45634,"NE Oklahoma, USA",DeeDubya,ᎶᎳᎩ,2017-05-19 22:41:35,http://pbs.twimg.com/profile_images/1004143385379332096/LmQq7S-V_normal.jpg,217,250,None,25,False,en
18,1044720223914463232,527486643,"RT @CommercialAlert: Because companies like #Juul have marketed e-cigs to kids, millions of teens have become addicted to nicotine. 🙀

This…",None,2089,"New Jersey, USA",Jim Lucas,"Technomage wannabe, Engineer, music lover, F1 & soccer fan, Constitution admirer, Feminist, husband to Mariann, father to James, trying to get to fine. 😀",2012-03-17 14:04:47,http://pbs.twimg.com/profile_images/533701434789748736/EGLFh8Ip_normal.jpeg,421,230,None,25,False,en
19,1044655345883336705,30001583,"RT @CommercialAlert: Because companies like #Juul have marketed e-cigs to kids, millions of teens have become addicted to nicotine. 🙀

This…",None,1240,"Boston, MA",CCFC,Unpacking commercialism and advocating for the end of child-targeted marketing. Home of the Children's Screen Time Action Network & #ScreenFreeWeek.,2009-04-09 15:11:05,http://pbs.twimg.com/profile_images/861602410741018624/x3_S5YpD_normal.jpg,5521,2227,None,25,False,en
20,1046406384219238400,28912613,RT @Educhatter: Vaping in Schools: Looks like the Detroit Free Press @freep is on the case. It's exploded since 2016 and now #Juul is more…,None,2548,,Kyle Valanne,You don't need a weatherman to know which way the wind blows - Bob Dylan,2009-04-05 01:26:36,http://pbs.twimg.com/profile_images/2039212299/laugh-dog_normal.jpg,380,158,None,1,False,en
21,1044639431108513794,2789908445,"RT @CommercialAlert: Because companies like #Juul have marketed e-cigs to kids, millions of teens have become addicted to nicotine. 🙀

This…",None,5108,,Taylor Billings,"Press Officer @StopCorpAbuse, @NorthwesternU grad, nola native. Views are mine. Pronouns: she/her/hers",2014-09-28 20:23:34,http://pbs.twimg.com/profile_images/958532718320472064/Ga24MjcC_normal.jpg,311,1291,None,25,False,en
22,1044710651870896128,32293779,RT @SputnikInt: .@US_FDA may ban online e-cig sales amid teen vaping 'epidemic' https://t.co/gKcSh33pRH #juul https://t.co/SgC5CZPbyh,None,2140,where you'd least suspect,avc,"tough lessons learnt, Q authority, re-examine bias Lifelong tech junkie, bubble survivor. RE-mkts-cryptos. Altviews, metathink, not entrenched. Challenging bias",2009-04-17 03:49:53,http://pbs.twimg.com/profile_images/902756910507679744/_dmUcsv2_normal.jpg,1224,4876,None,3,False,en
23,1044815099091922944,2335665432,"RT @CommercialAlert: Because companies like #Juul have marketed e-cigs to kids, millions of teens have become addicted to nicotine. 🙀

This…",None,2990,Seattle Washington,From Where I Sit,Tidbits and interesting info,2014-02-09 21:11:08,http://pbs.twimg.com/profile_images/884910995172282369/TWvyexWs_normal.jpg,365,758,None,25,False,en
24,1044638967809921024,8002182,"RT @CommercialAlert: Because companies like #Juul have marketed e-cigs to kids, millions of teens have become addicted to nicotine. 🙀

This…",None,9511,"Detroit, MI",Walid Damouny,🇵🇸 #FeelTheBern,2007-08-06 21:17:59,http://pbs.twimg.com/profile_images/1135778889/DSC00659-2_normal.png,935,2906,None,25,False,en
25,1044774755147014144,37459590,RT @SputnikInt: .@US_FDA may ban online e-cig sales amid teen vaping 'epidemic' https://t.co/gKcSh33pRH #Juul https://t.co/tGjtdh2hwO,None,40,ᴍᴀʟᴀʏꜱɪᴀ 🇲🇾,ᴊᴏᴇ ʟᴇᴇ,| ᴇᴅɪᴛᴏʀ | ᴍᴜꜱɪᴄ ᴍᴀɴᴀɢᴇᴍᴇɴᴛ | ꜱᴏᴄɪᴀʟ ᴍᴇᴅɪᴀ ᴄᴏɴꜱᴜʟᴛᴀɴᴛ/ɪɴꜰʟᴜᴇɴᴄᴇʀ | ꜱᴏᴄɪᴀʟ/ᴀʀᴛꜱ ᴀᴄᴛɪᴠɪꜱᴛ |,2009-05-03 17:36:45,http://pbs.twimg.com/profile_images/994888931215896577/LhKWrLni_normal.jpg,150796,274,None,3,False,en
26,1045062979396362241,629084145,"#Juul, the popular e-cig startup under growing FDA scrutiny, says removing flavors is “on the table” among other th… https://t.co/zcQXczQ0OX",None,42,,GeekinfoNow,My #tech account where I will post stuff dealing with tech only #android #google #lifehacker #networking  using #dlvrit,2012-07-07 04:39:58,http://pbs.twimg.com/profile_images/900086217869537281/Xr1t8uEF_normal.jpg,1959,81,None,0,False,en
27,1045749100874883072,916808036542324736,"I just had an idea for a marketing campaign for @JUULvapor . So only Valentine's, father's mother's or any day that… https://t.co/4S7P2fdu8y",None,327,"Los Angeles, CA",twatter mouth,"Art, Animation, Code, Organic Chemistry, Porn, ML, and Movies.  Trying to make money and go into space.  Poop posting on twatter. I got these twitter fingers.",2017-10-07 23:30:44,http://pbs.twimg.com/profile_images/948751064089608192/7h-Es-c9_normal.jpg,24,229,None,0,False,en
28,1044812174777102342,3997870336,RT @SputnikInt: .@US_FDA may ban online e-cig sales amid teen vaping 'epidemic' https://t.co/gKcSh33pRH #Juul https://t.co/tGjtdh2hwO,None,10924,,Bibi Spielberg,"International Buyer with Patents, Business, Marketing, Psychology, Law Student. Writer, Seeks Justice-WorldPeace-StopWars-HumanRights.",2015-10-19 23:09:13,http://pbs.twimg.com/profile_images/656246801327091712/gMPweeMv_normal.jpg,11689,12841,None,3,False,en
29,1045473187759251456,809229705073147904,The #FDA Cracks Down on #JUUL https://t.co/u8p3FCCYbd | https://t.co/LFBmdQmQZc  @VentureCoinist https://t.co/sLg2McaDGS,None,3403,,eStream Studios,Follow us and subscribe for entertaining videos and fresh gaming news! We UPVOTE and RESTEEM your #Steemit posts! 👉https://t.co/l7ZJ9awIvN 👈,2016-12-15 02:52:51,http://pbs.twimg.com/profile_images/985754941774905344/TUf_hNbF_normal.jpg,10211,12093,None,0,False,en
30,1046107637606215682,258596169,I love watching people who just realized they don’t know where their #JUUL is... 😂,None,248,"DSM, IA 515",Andrew Smithson,EST. 1990. On the pursuit of happiness. ONE OF A KIND,2011-02-28 02:03:56,http://pbs.twimg.com/profile_images/1039677427524530177/LjsSH9xf_normal.jpg,294,417,None,0,False,en
31,1046026828282978306,1561359152,"Go Ahead… Fill It Up… It’s Awesome!!!
~~~
The Blankz Refillable Juul Pods Have Arrived Fam! 

Shop Today:… https://t.co/qRnnSqBP3n",None,71,"Torrance, CA",VaporDNA,"Flagship Store: 22517 Crenshaw Blvd, Torrance CA, 90505 (424) 250-9686 |",2013-07-01 19:59:47,http://pbs.twimg.com/profile_images/1046820478650732544/HhEuc2Wt_normal.jpg,2200,2,None,2,False,en
32,1044773551734165504,34262462,.@US_FDA may ban online e-cig sales amid teen vaping 'epidemic' https://t.co/gKcSh33pRH #Juul https://t.co/tGjtdh2hwO,None,0,,Sputnik,"Sputnik is a global wire, radio and digital news service. We exist to tell the stories that aren’t being told.",2009-04-22 12:55:28,http://pbs.twimg.com/profile_images/994508305107247104/F7nR9Pfk_normal.jpg,230175,285,None,3,False,en
33,1044637149033717760,988602411920121858,"RT @GNCYCoalition: Have you heard your child use these words? ghost, fiend, skins, zero, lights out? Did you know they have a different mea…",None,453,"Lake Bluff, IL",Family Recovery Centers,"Intensive Outpatient Program in Hoffman Estates, Lake Bluff and St. Charles for adolescents with substance use, self-injury, mood/anxiety disorders and more.",2018-04-24 02:15:57,http://pbs.twimg.com/profile_images/989467966055026688/OXoCUPpV_normal.jpg,58,267,None,1,False,en
34,1046050271858765830,2156012966,"RT @Vapor_DNA: Go Ahead… Fill It Up… It’s Awesome!!!
~~~
The Blankz Refillable Juul Pods Have Arrived Fam! 

Shop Today: https://t.co/Mc7Ch…",None,696,"Budapest, Magyarország",Ecigitesztek,"Active vaper who loves mods, RDAs and big clouds. Staring at muscle cars in his freetime and tries to satisfy his endless gadget obsession.",2013-10-26 02:50:46,http://pbs.twimg.com/profile_images/846738226710765568/2dqjpuW8_normal.jpg,2762,102,None,2,False,en
35,1045360016272887808,1038476441879363584,Excited to share the latest addition to my #etsy shop: 2 Pack|Yeezy| new look | JUUL SKINS|Decal|Sticker|Vinyl| Juu… https://t.co/hoDY2DN80u,None,40,,RAD Skins,THESE STYLISH SKINS WILL BLOW YOUR FRIENDS AWAY: Add your personal touch to every toke of your JUUL,2018-09-08 17:17:32,http://pbs.twimg.com/profile_images/1038479591013199873/o1Pswhrr_normal.jpg,4,17,None,0,False,en
36,1044694671438598144,2817444752,"RT @SmokeAce_: The #1 accessory for your #Juul 👀🔥 Coming soon to https://t.co/Pygk93PXGH 

RT to win a free case! https://t.co/vKtYC9AbV3",None,7585,,karen fornwalt,,2014-09-18 17:37:55,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,157,649,None,16,False,en
37,1045735294086127616,909098590554984450,RT @JUULvapor: #JUUL is now in Canada. Learn more: https://t.co/TJWDD4nlil @JUULvaporCDN https://t.co/LGgDIYHdY7,None,58,Outer Space,blue balls,in my defense there was a full moon and I was left unsupervised,2017-09-16 16:56:09,http://pbs.twimg.com/profile_images/988963771719868417/qpmvZK_M_normal.jpg,54,196,None,5,False,en
38,1045027043086225409,398468028,Really @WSJ? #juul ads before your podcast. Pathetic.,None,167,California,Dmitri Conom,"Political pundit for any idiot that’ll listen • Lover of books and TV • American • Italian, Greek and Catholic background • Waiting for Morning in America",2011-10-26 03:08:20,http://pbs.twimg.com/profile_images/966531028822065152/XwDLteyS_normal.jpg,289,493,None,0,False,en
39,1045097599055859712,25649826,"RT @CommercialAlert: Because companies like #Juul have marketed e-cigs to kids, millions of teens have become addicted to nicotine. 🙀

This…",None,4059,International,Kindred Media,"Holistic. Mindful. Sustainable. Kindred Is Sharing The New Story of Childhood, Parenthood And The Human Family.",2009-03-21 06:41:15,http://pbs.twimg.com/profile_images/540201655753392129/yLqKLEWC_normal.jpeg,1473,613,None,25,False,en
40,1044667735215493120,1041067621003735040,"RT @CommercialAlert: Because companies like #Juul have marketed e-cigs to kids, millions of teens have become addicted to nicotine. 🙀

This…",None,149,Did travel on senior discounts,Jaymartin,we might NOT have nothing in common.,2018-09-15 20:53:57,http://pbs.twimg.com/profile_images/1046597321092255744/5aKX39Ev_normal.jpg,2,11,None,25,False,en
41,1044930838515929090,2800232600,"JUUL News: Start-up companies and tobacco firms are flooding the market with lower price #JUUL copycat products, ma… https://t.co/8Fluixd4hB",None,94,"Washington, DC",Safe Kids Advocacy,@SafeKids works every day to prevent unintentional childhood injuries - the #1 cause of death of kids in the U.S. Advocacy is one of our strategies. Join us.,2014-09-09 16:57:52,http://pbs.twimg.com/profile_images/512247192078139392/3FbhKM7G_normal.png,1023,209,None,1,False,en
42,1044641193039212544,4046776701,"RT @CommercialAlert: Because companies like #Juul have marketed e-cigs to kids, millions of teens have become addicted to nicotine. 🙀

This…",None,1027,"Wisconsin, USA",Tobacco Free DJW,"Working with communities in Dodge, Jefferson and Waukesha Counties to promote smoke-free living! Follow on FB: TobaccoFreeDJW. Retweets/mentions ≠ endorsement.",2015-10-26 14:47:44,http://pbs.twimg.com/profile_images/872189720507412483/GvmvdR02_normal.jpg,256,331,None,25,False,en
43,1044635423182598144,1390985563,"RT @CommercialAlert: Because companies like #Juul have marketed e-cigs to kids, millions of teens have become addicted to nicotine. 🙀

This…",None,5740,"Pittsburgh, PA",Doreen,,2013-04-30 02:31:44,http://pbs.twimg.com/profile_images/789595990567313408/0mFe3Du7_normal.jpg,38,51,None,25,False,en
44,1046044779925114880,338070225,"RT @Vapor_DNA: Go Ahead… Fill It Up… It’s Awesome!!!
~~~
The Blankz Refillable Juul Pods Have Arrived Fam! 

Shop Today: https://t.co/Mc7Ch…",None,232,"Connecticut, USA",chris,,2011-07-19 01:20:59,http://pbs.twimg.com/profile_images/729333426248110081/RnK3Q347_normal.jpg,132,374,None,2,False,en
45,1045353141078765568,1038476441879363584,"RT @rad_skins: Got some new 3 packs coming in this week. PEEP THE STORE: 

https://t.co/43RXmpdZHZ

#juul #etsylent #juulskins #juuldecal #…",None,40,,RAD Skins,THESE STYLISH SKINS WILL BLOW YOUR FRIENDS AWAY: Add your personal touch to every toke of your JUUL,2018-09-08 17:17:32,http://pbs.twimg.com/profile_images/1038479591013199873/o1Pswhrr_normal.jpg,4,17,None,1,False,en
46,1046559641247916033,329519196,"I wonder why #Juul never made a Juul2 or anything like Phix made the Phix Plus, it's fully backwards compatible and… https://t.co/OZ1V25VnO6",None,896,Chicagoland Speedway,✝✞ Michael ✞✝,Nascar and Professional Wrestling diehard. Basically a wannabe redneck.,2011-07-05 06:29:11,http://pbs.twimg.com/profile_images/1012736205409177601/a4ICnmKe_normal.jpg,138,489,None,0,False,en
47,1044802279444889601,828373788765089792,Mango or mint share ur favorite flavor and link ur best video to get it posted #juul #mangoormint,None,0,"Montana, USA",ColtonHagler,JUUL profile support juuls love juuls,2017-02-05 22:44:36,http://pbs.twimg.com/profile_images/1045727187675107328/7SI_cggY_normal.jpg,1,81,None,0,False,en
48,1045094707720851457,789968856450301952,#Juul Starter Kit #Giveaway! https://t.co/odWrzQeXYd,None,5493,United States,Mstr,"Pansexual Atheist, Democratic Socialist, Vocal Iconoclast 🌹",2016-10-22 23:17:07,http://pbs.twimg.com/profile_images/789970016749903872/nMYztcyK_normal.jpg,81,791,None,0,False,en
49,1044755120829927425,2464707631,RT @baybayadkins1: FUNNIEST VIDEO EVER! Random kid comes up and ask if he could help him buy a juul. #STARTTHEMYOUNG #JUUL https://t.co/L7j…,None,2247,"Wisconsin, USA",ForeignChopper,YouTuber,2014-04-26 14:20:24,http://pbs.twimg.com/profile_images/979168094198386689/KSvmWXYp_normal.jpg,76,387,None,8,False,en
50,1046406695386271744,68967864,Vaping in Schools: Looks like the Detroit Free Press @freep is on the case. It's exploded since 2016 and now #Juul… https://t.co/rmGcRYxAFv,None,2554,"Halifax, Nova Scotia",Paul W Bennett,"Education commentator, consultant and author.  Specialist in decoding edubabble.",2009-08-26 12:44:51,http://pbs.twimg.com/profile_images/882634164838838273/0hmhE396_normal.jpg,3493,2068,None,3,False,en
51,1044662550586044416,965327066823647232,"RT @CommercialAlert: Because companies like #Juul have marketed e-cigs to kids, millions of teens have become addicted to nicotine. 🙀

This…",None,7426,USA,Got 15 Minutes? 🇺🇸 💡✒,"Truth 
Liberty 
Equality
Justice
Rule of Law
Enlightenment
Wisdom
Courage
Integrity
Humility
Unity
The Common Good
Empathy
Forgiveness
Love",2018-02-18 20:48:02,http://pbs.twimg.com/profile_images/965387025829580800/GR6jF9wO_normal.jpg,115,161,None,25,False,en
52,1044770387710500864,978449431086452737,RT for #JUUL or Favorite for #EonSmoke 🤔🔥,None,7,United States,Smoke Ace,"The number one accessory for your JUUL. Tag #SmokeAce to win a free phone case & attachment! Coming soon, DM for pre-order‼️",2018-03-27 01:51:37,http://pbs.twimg.com/profile_images/1033894156840706048/NBa0eWBJ_normal.jpg,74,477,None,1,False,en
53,1044908317481611264,3239844264,"I know why so much people like JUUL so much 🔥🔥 
Me toooooooo😍😝😝

#juul #juulnation #juulpods #juulvapor #juulmemes… https://t.co/g9M7Im4HrD",None,16,Shenzhen,Jean Jiang,"Timiya & Dakon Co., Ltd -Manager of Sales Professional R&D and manufacture of CBD/THC/Hemp cartridge and Preheat battery",2015-06-08 13:10:56,http://pbs.twimg.com/profile_images/1029650250636484608/baVdA2mc_normal.jpg,26,109,None,0,False,en
54,1046155351245041664,1561359152,"Don’t Need To Lug Around A Charger Anymore
~~~
The Gem Portable Juul Charger Is Here! 

Shop Today:… https://t.co/RMCa0py9oT",None,71,"Torrance, CA",VaporDNA,"Flagship Store: 22517 Crenshaw Blvd, Torrance CA, 90505 (424) 250-9686 |",2013-07-01 19:59:47,http://pbs.twimg.com/profile_images/1046820478650732544/HhEuc2Wt_normal.jpg,2200,2,None,0,False,en
55,1044541701417824256,724738674,Excuse the language I use I’m sorry #juul #juulnation #juulvapor #juulmemes#juultricks #juulpods #juulgang… https://t.co/OvieyRSpzQ,None,202,,Triston Reid,"I need friends and attention thank you.
sc:goodpee",2012-07-29 22:22:15,http://pbs.twimg.com/profile_images/748723005434527744/GC4VFx3M_normal.jpg,443,1272,None,0,False,en
56,1044970993071124484,39632913,"RT @CommercialAlert: Because companies like #Juul have marketed e-cigs to kids, millions of teens have become addicted to nicotine. 🙀

This…",None,8113,Boston 🇺🇸 | Medellín 🇨🇴,Karen,,2009-05-12 23:54:20,http://pbs.twimg.com/profile_images/993268529657995268/036QRz_v_normal.jpg,647,2141,None,25,False,en
57,1045817720757870593,871068722131107840,RT @JUULvapor: #JUUL is now in Canada. Learn more: https://t.co/TJWDD4nlil @JUULvaporCDN https://t.co/LGgDIYHdY7,None,2241,,conor,,2017-06-03 18:19:01,http://pbs.twimg.com/profile_images/1040222615334338560/LjF-Y1i-_normal.jpg,17,54,None,5,False,en
58,1044687895829901312,1009530333929275394,RT @EonSmoke: Scott Disick loves @eonsmoke mango 6% pods! Go grab a unicorn device and some incredible mango Eonsmoke pods right now on htt…,None,17278,🌍✨,M O O N L I G H T💘,Futura Contabilista 💘 Single Lady ! New Acc 😩,2018-06-20 20:16:02,http://pbs.twimg.com/profile_images/1046752601260412928/_Ku3akVR_normal.jpg,223,240,None,5,False,en
59,1045838589911752706,1920862970,RT @JUULvapor: #JUUL is now in Canada. Learn more: https://t.co/TJWDD4nlil @JUULvaporCDN https://t.co/LGgDIYHdY7,None,12647,Canada,Spooky😎Saartje,"No need to ask my name, just figure out how cool I am! 🇷🇺/🇨🇦",2013-09-30 18:07:30,http://pbs.twimg.com/profile_images/1046760483674628098/lcoQDeI9_normal.jpg,204,249,None,5,False,en
60,1044497493306855424,2373909360,Juul #Juul #Tobacco Products In hot pursuit of Juul: How big tobacco firms and e-cigarette start-ups rushed to comp… https://t.co/Skr1vJ6Y8A,None,10,,Hvper News,The Internet on one page.,2014-03-05 15:12:33,http://pbs.twimg.com/profile_images/997707050661507072/KEbZNh5l_normal.jpg,1868,2,None,0,False,en
61,1044707036389396480,34262462,.@US_FDA may ban online e-cig sales amid teen vaping 'epidemic' https://t.co/gKcSh33pRH #juul https://t.co/SgC5CZPbyh,None,0,,Sputnik,"Sputnik is a global wire, radio and digital news service. We exist to tell the stories that aren’t being told.",2009-04-22 12:55:28,http://pbs.twimg.com/profile_images/994508305107247104/F7nR9Pfk_normal.jpg,230175,285,None,3,False,en
62,1045180328745291776,928299917965217792,RT @inthehousepod: I hope you guys enjoyed the first podcast! There’s a lot more where that came from! #skol #juul #movethatbus #realcomfor…,None,1141,"Tallahassee, FL",Michael Burke,,2017-11-08 16:35:22,http://pbs.twimg.com/profile_images/929839909464170498/RrEwqxJl_normal.jpg,38,74,None,1,False,en
63,1044619533170954240,854000327200309252,"Have you heard your child use these words? ghost, fiend, skins, zero, lights out? Did you know they have a differen… https://t.co/mmcoUQ8EmB",None,254,,GN CoalitionforYouth,"Empowering our youth to live safe, drug and alcohol free lives through community and family partnership.",2017-04-17 15:55:19,http://pbs.twimg.com/profile_images/854374689589780481/BnEyo70h_normal.jpg,62,110,None,1,False,en
64,1044952614327275521,437577118,"@piratexbites17 I replaced the vape, I really love this thing! #juul https://t.co/jgzx8miq8D",None,197,,Alyssa,Just tryin' to survive lol 😄😤😻,2011-12-15 15:43:15,http://pbs.twimg.com/profile_images/1042395265662164993/b5mipYwp_normal.jpg,22,27,None,0,False,en
65,1044639844075483136,768160176448864256,"RT @CommercialAlert: Because companies like #Juul have marketed e-cigs to kids, millions of teens have become addicted to nicotine. 🙀

This…",None,45857,planet Earth ,Gaius,Member of the CWA local 4250 - One Big Union - #GlobalWarming #antifa #GeneralStrike Solidarity Forever! #1u #IWW,2016-08-23 18:57:12,http://pbs.twimg.com/profile_images/1012054576055422977/pU1l-q2b_normal.jpg,1590,1765,None,25,False,en
66,1045678168177352705,258948022,Tune in now. This is too important not to stand strong against these devices to protect our youth— and adults.… https://t.co/Y3ltAhDLbB,None,2903,Mississippi,Margaret Ann Morgan,Millennial who came back to Mississippi. Hoping Heaven has Newk’s Q sandwiches. Communications Director: @MississippiAGO,2011-02-28 21:11:41,http://pbs.twimg.com/profile_images/738388118751973376/k_MW9J69_normal.jpg,3321,1630,None,0,False,en
